0.69314891,0.61548281,0.44665959,0.96607614,0.72770983,1.00000000
0.57416147,0.51812267,0.64572394,0.93656576,0.70304507,1.00000000
0.71747738,0.64260620,0.28121087,0.92271221,0.66125840,1.00000000
0.66956002,0.47037914,0.13292797,0.90836161,0.79864579,1.00000000
0.34594527,0.57345176,0.57391471,0.91017514,0.67621607,1.00000000
0.74861491,0.44047686,0.53081042,0.99594301,0.68829626,1.00000000
0.68931311,0.56172854,0.43852448,0.97884566,0.68538737,1.00000000
0.69673419,0.42075342,0.59726042,0.92449594,0.78619123,1.00000000
0.38249683,0.42671162,0.61181432,0.95291471,0.76455325,1.00000000
0.57911038,0.59200895,0.46347255,0.97142327,0.71859950,1.00000000
0.54296535,0.48092249,0.68583989,0.93525380,0.79331344,1.00000000
0.73593473,0.43345797,0.54100704,0.94399881,0.65791750,1.00000000
0.65203947,0.65673804,0.51580906,0.97183818,0.78405058,1.00000000
0.70738089,0.31267110,0.33024812,0.92274541,0.65906411,1.00000000
0.57612228,0.58038342,0.11897563,0.95263445,0.70866960,1.00000000
0.46180359,0.57603818,0.25937805,0.92100883,0.65810072,1.00000000
0.62051022,0.47491723,0.56701207,0.90030777,0.79984534,1.00000000
0.30501783,0.54939091,0.53521836,0.96902639,0.78715843,1.00000000
0.70876980,0.36860129,0.31236598,0.97072649,0.73771983,1.00000000
0.64790970,0.61658305,0.48563704,0.99957228,0.68267667,1.00000000
0.68839341,0.46087888,0.23252204,0.91810155,0.69151664,1.00000000
0.53495491,0.44576341,0.27272218,0.97395802,0.71743149,1.00000000
0.74735630,0.50230563,0.67494595,0.99479675,0.69841701,1.00000000
0.72694218,0.65187204,0.36069447,0.96445805,0.65319711,1.00000000
0.69446415,0.63195771,0.26175740,0.99631405,0.74843842,1.00000000
0.43881917,0.65972525,0.40418133,0.99944413,0.74201417,1.00000000
0.58599347,0.60131568,0.34530345,0.98016244,0.78564662,1.00000000
0.27049664,0.60380781,0.54678178,0.99992859,0.72152811,1.00000000
0.40653875,0.55739272,0.68359768,0.96258247,0.70170635,1.00000000
0.66496110,0.65237731,0.46572790,0.94970554,0.72672760,1.00000000
0.68434852,0.56605041,0.46538070,0.99176365,0.67920423,1.00000000
0.74653912,0.51738590,0.33225521,0.98309559,0.74383104,1.00000000
0.52021080,0.59864664,0.44978291,0.91101122,0.76550496,1.00000000
0.54280120,0.57548445,0.30548757,0.93027228,0.67301923,1.00000000
0.58717161,0.40031192,0.11828946,0.92606449,0.69775748,1.00000000
0.43494773,0.53041518,0.62711537,0.98552614,0.78017014,1.00000000
0.38425577,0.50169486,0.37026122,0.92332453,0.72582978,1.00000000
0.58971107,0.64166033,0.40711087,0.93040448,0.72977549,1.00000000
0.46158263,0.52572501,0.16676524,0.95187885,0.75836122,1.00000000
0.66065300,0.63684618,0.61006498,0.90761197,0.73668391,1.00000000
0.57341152,0.54624921,0.21784534,0.99612296,0.66043699,1.00000000
0.71020359,0.62331253,0.35918891,0.94910628,0.77059424,1.00000000
0.67048287,0.40877390,0.61192089,0.91904336,0.78842539,1.00000000
0.51299948,0.65583730,0.38693115,0.92708206,0.65799159,1.00000000
0.71008492,0.55754459,0.66538376,0.97980839,0.66818744,1.00000000
0.70219982,0.47912887,0.24077313,0.96340066,0.75529629,1.00000000
0.55093861,0.47062391,0.53837228,0.94646263,0.74067110,1.00000000
0.49959001,0.48149899,0.69294029,0.93316013,0.70737755,1.00000000
0.66478205,0.52152580,0.44094920,0.99006844,0.73088729,1.00000000
0.39355034,0.61578548,0.52481407,0.97725648,0.75550079,1.00000000
0.44269797,0.66019440,0.34895685,0.97181118,0.72567147,1.00000000
0.16080858,0.60518521,0.55961019,0.94460005,0.67102826,1.00000000
0.69698745,0.57575232,0.65227884,0.99811602,0.66341543,1.00000000
0.65902293,0.54813433,0.53120917,0.97100705,0.71582884,1.00000000
